"","state_id","date","policy_type","start_stop","comments","source"
"1975","VT",2020-03-20,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"1977","CO",2020-03-26,"Non-Essential Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"1978","NJ",2020-03-19,"Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"1983","MO",2020-03-23,"Childcare (K-12)","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"1986","TN",2020-03-13,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"1990","AL",2020-03-28,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"1993","NJ",2020-04-24,"Renter Grace Period Or Use Of Security Deposit To Pay Rent","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"1999","DE",2020-04-06,"Day Care","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2003","GA",2020-03-18,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2004","ND",2020-03-20,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2007","DE",2020-03-18,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2008","AZ",2020-03-21,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2010","NY",2020-03-22,"Non-Essential Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open","BU COVID-19 State Policy Database"
"2013","MN",2020-03-18,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2016","AK",2020-04-09,"Order Freezing Utility Shut Offs","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2017","KS",2020-03-12,"State of Emergency","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2018","MD",2020-03-16,"Food and Drink","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2022","GA",2020-04-01,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2023","UT",2020-04-10,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2024","NV",2020-03-17,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2028","TN",2020-03-23,"Entertainment","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2030","KS",2020-07-03,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2031","VA",2020-03-25,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2034","OH",2020-03-11,"Nursing Homes","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2036","IL",2020-03-18,"Order Freezing Utility Shut Offs","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2040","MD",2020-04-01,"Reopened ACA Enrollment Using a Special Enrollment Period","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2044","KS",2020-03-17,"Stop Initiation Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2045","AL",2020-03-28,"Non-Essential Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2047","MO",2020-03-25,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2051","PA",2020-03-19,"Entertainment","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2058","ME",2020-04-16,"Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2060","AZ",2020-03-25,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2062","MA",2020-05-06,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2063","MD",2020-03-24,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2064","NM",2020-04-30,"Resumed Elective Medical Procedures","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate","BU COVID-19 State Policy Database"
"2065","MD",2020-04-01,"Allow Audio Only Telehealth","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2066","NY",2020-03-26,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open","BU COVID-19 State Policy Database"
"2067","ID",2020-03-17,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2068","IL",2020-03-19,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2075","NM",2020-03-24,"Non-Essential Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate","BU COVID-19 State Policy Database"
"2076","WA",2020-03-25,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2080","SD",2020-03-23,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2081","CA",2020-03-19,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2082","AR",2020-07-20,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2084","OH",2020-07-23,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2085","SC",2020-03-16,"Childcare (K-12)","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2088","OR",2020-03-18,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2090","HI",2020-03-25,"Shelter in Place","start","Stay at home, effective March 25 at 12:01 a.m. As in other states, there are exceptions to the stay-at-home order in Hawaii, including leaving the house to go surfing and swimming. But the governor's office said violations could be punishable by a fine of up to $5,000, or as much as one year in jail. “The threat of COVID-19 is unprecedented and requires aggressive action,"" Gov. David Ige said.","manual"
"2091","MI",2020-04-27,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2093","SC",2020-03-13,"State of Emergency","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2095","MA",2020-04-20,"Stop Initiation Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2096","MA",2020-03-16,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2100","TN",2020-04-29,"Shelter in Place","stop","State Policy End","manual"
"2102","TN",2020-05-01,"Non-Essential Businesses","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2103","DC",2020-05-29,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2105","MN",2020-05-18,"Shelter in Place","stop","On April 30, extended to May 17.","manual"
"2108","WA",2020-05-31,"Shelter in Place","stop","SAH was extended under reopening plan, seems to be at least in place through Phase 1 (restaurants start to open in Phase 2, though some counties can move to Phase 2 faster) https://coronavirus.wa.gov/what-you-need-know/safe-start","manual"
"2109","UT",2020-05-01,"Shelter in Place","stop","Starting May 1, Utah is moving from a ""red"" to ""orange"" phase of Gov. Gary Herbert's proposal to gradually scale back restrictions.

The state will allow gatherings of up to 20 people, and most businesses, including dine-in restaurants, will be allowed to open as long as they follow specific guidelines spelled out in the state's plan.","manual"
"2111","CO",2020-06-04,"Gyms","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2117","ME",2020-06-01,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2120","OR",2020-06-19,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2122","MS",2020-05-11,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2133","MS",2020-04-27,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2134","CT",2020-05-20,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2138","MI",2020-05-28,"Shelter in Place","stop","Stay at home, effective 12:01 a.m. EDT, March 24 until April 7.  Local news says it's set to expire April 13. On April 7, Extended through April 30.","manual"
"2141","AZ",2020-05-13,"Gyms","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2143","VT",2020-04-27,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2153","MI",2020-05-26,"Non-Essential Businesses","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2155","LA",2020-05-15,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2161","IA",2020-05-15,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2175","FL",2020-05-18,"Gyms","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2177","NV",2020-05-09,"Food and Drink","stop","Other measures and details for this policy include: keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2179","GU",2020-05-10,"Shelter in Place","stop","PCOR2 (Phase 2) started at 8AM 5/10 - social distancing still mandated, gathering size still restricted etc. but ""essential activites"" language seems to be dropped. Checking in with SAS as they have this marked until 5/30 http://dphss.guam.gov/wp-content/uploads/2020/05/20.0508-GOV-to-SPEAKER-re-Executive-Order-No.-2020-14-Relative-to-Declaring-Pandemic-Condition-of-Readiness-PCOR-2.pdf","manual"
"2180","GA",2020-04-27,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2193","VA",2020-06-12,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2195","OR",2020-05-15,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2207","IA",2020-05-15,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2208","HI",2020-06-05,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2209","RI",2020-05-18,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2216","MS",2020-04-27,"Shelter in Place","stop","State Policy End","manual"
"2218","MT",2020-05-15,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2222","IL",2020-05-29,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2223","NH",2020-05-18,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2229","WY",2020-05-15,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2237","NC",2020-05-08,"Non-Essential Businesses","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2240","DC",2020-05-29,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2241","CA",2020-05-08,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2244","GA",2020-04-27,"Shelter in Place","stop","Gov. Brian Kemp plans to sign an order requiring residents to shelter-in-place from Friday through April 13 and another closing public grade schools for the rest of the academic year. Shelter in place, announced April 1. SIP extended through April on April 8.","manual"
"2248","KY",2020-06-01,"Gyms","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2251","IN",2020-05-01,"Shelter in Place","stop","State Policy End","manual"
"2254","KS",2020-05-18,"Gyms","stop","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2255","AK",2020-04-24,"Non-Essential Businesses","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2258","DC",2020-06-08,"Shelter in Place","stop","Stay at home extended by Mayor until 6/8:  https://coronavirus.dc.gov/sites/default/files/dc/sites/coronavirus/page_content/attachments/Mayors-Order-2020-066-Extensions-of-Public-Emergency-and-Public-Health.pdf","manual"
"2259","WI",2020-05-13,"Food and Drink","stop","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2263","SC",2020-08-03,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2266","LA",2020-03-17,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2267","MI",2020-03-24,"Shelter in Place","start","Stay at home, effective 12:01 a.m. EDT, March 24 until April 7.  Local news says it's set to expire April 13. On April 7, Extended through April 30.","manual"
"2270","WI",2020-03-27,"Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2271","FL",2020-03-16,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2275","HI",2020-04-16,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2277","NC",2020-03-25,"Entertainment","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2282","OR",2020-03-25,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2287","AR",2020-03-20,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2289","MD",2020-03-05,"State of Emergency","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2291","WA",2020-03-17,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2292","KY",2020-05-06,"Resumed Elective Medical Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2293","AZ",2020-05-08,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2295","WI",2020-04-20,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2298","WY",2020-03-19,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2299","MN",2020-03-24,"Stop Initiation Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2301","OK",2020-03-16,"Nursing Homes","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2303","UT",2020-03-25,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2304","AL",2020-03-20,"Day Care","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2305","OK",2020-03-25,"Allow Audio Only Telehealth","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2307","MS",2020-03-16,"Allow Audio Only Telehealth","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2315","MN",2020-03-28,"Non-Essential Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2316","NM",2020-03-16,"Childcare (K-12)","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate","BU COVID-19 State Policy Database"
"2319","PA",2020-03-17,"Day Care","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2324","MD",2020-03-16,"Gyms","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2330","IL",2020-05-11,"Resumed Elective Medical Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2333","WA",2020-06-26,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2337","NJ",2020-04-13,"Order Freezing Utility Shut Offs","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2338","AK",2020-03-16,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2339","IN",2020-03-24,"Gyms","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2340","FL",2020-03-20,"Non-Essential Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2350","OR",2020-03-13,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2351","OR",2020-05-01,"Resumed Elective Medical Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2355","IA",2020-03-26,"Allow Audio Only Telehealth","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2356","IA",2020-03-27,"Order Freezing Utility Shut Offs","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2357","IA",2020-03-17,"Gyms","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2360","RI",2020-03-16,"Day Care","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2362","VT",2020-08-01,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2366","TN",2020-04-02,"Shelter in Place","start","Stay at home, effective at 11:59 p.m. CDT, March 31 until April 14. Order went into effect by law April 2. Extended April 13 to end of month","manual"
"2367","NE",2020-04-02,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2369","KY",2020-03-26,"Shelter in Place","start","State Policy Start","manual"
"2370","KY",2020-03-18,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2373","IL",2020-03-21,"Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2374","NV",2020-03-16,"Childcare (K-12)","start","Other measures and details for this policy include: keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2376","RI",2020-03-17,"Food and Drink","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2377","WY",2020-03-19,"Day Care","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2378","MI",2020-03-24,"Day Care","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2379","CO",2020-04-30,"Stop Initiation Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2386","OR",2020-03-17,"Food and Drink","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2389","WV",2020-03-19,"Gyms","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2390","NH",2020-03-23,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2391","VT",2020-03-25,"Non-Essential Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2392","TN",2020-03-23,"Gyms","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2393","MT",2020-03-30,"Stop Initiation Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2396","KY",2020-03-18,"Gyms","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2397","VT",2020-03-18,"Day Care","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2405","MI",2020-03-21,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2406","AR",2020-03-17,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2410","VA",2020-03-19,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2415","MS",2020-05-07,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
